word,part_of_speech
förbrytare,subst
förbrytelse,subst
förbränner,ver
förbränning,subst
förbud,subst
förbund,subst
förbundit,"se förbinder, förbinder si"
förbättrar,ver
förbättring,subst
förbättrings-lån,subst
fördel,subst
fördel-aktig,adj
fördelar,ver
fördjupad,adj
fördjupar sig,ver
fördom,subst
fördrag,subst
fördriver,ver
fördröjer,ver
fördubblar,ver
fördyrad,adj
fördämning,subst
fördärvar,ver
fördömande,subst
fördömer,ver
före 1,prep
före 2,subst
förebild,subst
förebrår,ver
förebud,subst
förebygger,ver
förebådar,ver
föredrag,subst
föredrar,ver
föredöme,subst
föredömlig,adj
förefaller,ver
föreger,ver
föregriper,ver
föregående,adj
föregångare,subst
föregår,ver
förehavande,subst
förekommer,ver
förekomst,subst
föreligger,ver
föreläggande,subst
förelägger,ver
föreläser,ver
föremål,subst
förenar,ver
förening,subst
förenklar,ver
förenlig,adj
föresats,subst
föreskrift,subst
föreskriver,ver
föreslagit,se föreslå
föreslog,se föreslå
föreslår,ver
förespeglar,ver
förespråkar,ver
förespråkare,subst
föreståndare,subst
förestår,ver
föreställer,ver
föreställer sig,ver
föreställning,subst
föresvävar,ver
föresätter sig,ver
företag,subst
företagare,subst
företagsam,adj
företagsamhet,subst
företags-hälsovård,subst
före-tal,subst
företar,ver
företeelse,subst
företrädare,subst
företräde,subst
företräder,ver
företrädesvis,adv
förevigar,ver
förevändning,subst
förfader,subst
förfall,subst
förfaller,ver
förfallo-dag,subst
förfalskar,ver
förfalskning,subst
förfar,ver
förfarande,subst
författar,ver
författare,subst
författning,subst
förfinad,adj
förfining,subst
förfluten,adj
förflyter,ver
förflyttar,ver
förfogande,subst
förfogar,ver
förfriskning,subst
förfrusen,adj
förfrusit,se förfryse
förfryser,ver
förfrågan,subst
förfrös,se förfryse
förfuskar,ver
förfång,subst
förfäran,subst
förfärlig,adj
förföljelse,subst
förföljer,ver
förföll,se förfalle
förför,ver
förgasare,subst
förgiftar,ver
förgiftning,subst
förgjort,adj
förglömmer,ver
förgrenar sig,ver
förgriper sig,ver
förgrund,subst
förgrymmad,adj
förgyller,ver
förgången,adj
förgår,ver
förgår sig,ver
förgås,ver
förgänglig,adj
förgätmigej,subst
förgäves,adv
förgör,ver
förhalar,ver
förhand,subst
förhandlar,ver
förhandling,subst
förhastad,adj
förhinder,subst
förhindrar,ver
förhistoria,subst
förhistorisk,adj
förhoppning,subst
förhoppningsvis,adv
förhyrd,adj
förhållande,subst
förhållandevis,adv
förhåller sig,ver
förhårdnad,subst
förhöjd,adj
förhöjer,ver
förhör 1,subst
förhör 2,ver
förhör sig,ver
förintar,ver
förivrar sig,ver
förkalkning,subst
förkastar,ver
förkastlig,adj
förklarar,ver
förklaring,subst
förklarlig,adj
förklingar,ver
förklädd,adj
förkläde,subst
förklär sig,ver
förknippar,ver
förkommen,adj
förkortar,ver
förkortning,subst
förkovrar sig,ver
förkromar,ver
förkroppsligar,ver
förkrossad,adj
förkrossande,adj
förkunnar,ver
förkväver,ver
förkyld,adj
förkyler sig,ver
förkylning,subst
förkämpe,subst
förkärlek,subst
förköp,subst
förlag,subst
förlaga,subst
förlamad,adj
förlamar,ver
förlamning,subst
förleder,ver
förlegad,adj
förlikar sig,ver
förlikas,ver
förlikning,subst
förliser,ver
förlitar sig på,ver
förljugen,adj
förlopp,subst
förlorar,ver
förlossning,subst
förlovad,adj
förlovar sig,ver
förlovning,subst
förlust,subst
förlåt,interj
förlåtelse,subst
förlåter,ver
förlägen,adj
förlägger,ver
förläggning,subst
förlänger,ver
förlängning,subst
förlängt barnbidrag,subst
förlät,se förlåte
förlöjligar,ver
förlöser,ver
förman,subst
förmaning,subst
förmedlar,ver
förmedling,subst
förmenande,subst
förment,adj
förmer,adj
förmiddag,subst
förmildrande,adj
förmodan,subst
förmodar,ver
förmodligen,adv
förmyndare,subst
förmåga,subst
förmån,subst
förmår,ver
förmäten,adj
förmögen,adj
förmögenhet,subst
förnamn,subst
förnedrar,ver
förnekar,ver
förnimmelse,subst
förnimmer,ver
förnuft,subst
förnuftig,adj
förnyar,ver
förnyelse,subst
förnäm,adj
förnämlig,adj
förnär,adv
förnödenhet,subst
förnöjsam,adj
förolyckas,ver
förolämpning,subst
förord,subst
förordar,ver
förordnar,ver
förordning,subst
förorenar,ver
förorening,subst
förorsakar,ver
förort,subst
förorättad,adj
förpackar,ver
förpackning,subst
förpassar,ver
förpestar,ver
förpliktar,ver
förpliktelse,subst
förr,adv
förra,adj
förresten,adv
förrgår,subst
förringar,ver
förruttnelse,subst
förrycker,ver
förryckt,adj
förrymd,adj
förråd,subst
förråder,ver
förrädare,subst
förrädisk,adj
förrän,konj
förrättar,ver
förrättning,subst
försagd,adj
försakar,ver
församlas,ver
församling,subst
förseelse,subst
förseglar,ver
försegling,subst
försenad,adj
försenar,ver
försening,subst
försent,adv
förser,ver
försiggår,ver
försigkommen,adj
försiktig,adj
försitter,ver
försjunker,ver
förskingrar,ver
förskingring,subst
förskjuter,ver
förskjutning,subst
förskola,subst
förskole-ålder,subst
förskonar,ver
förskoning,subst
förskott,subst
förskräckelse,subst
förskräcklig,adj
förskräckt,adj
förskärare,subst
förskönar,ver
förslag,subst
förslagsvis,adv
förslitning,subst
förslummas,ver
förslår,ver
försmak,subst
försmår,ver
försmädlig,adj
försnillar,ver
försommar,subst
försonas,ver
försoning,subst
försonlig,adj
försorg,subst
försover sig,ver
förspel,subst
förspiller,ver
försprång,subst
förspänt,adj
först,adv
första,räkn
förstad,subst
förstahands-kontrakt,subst
första-sida,subst
förstatligar,ver
försteg,subst
först-klassig,adj
förstnämnd,adj
förstod,se förstå
förstone,subst
förstoppning,subst
förstorar,ver
förstoring,subst
förströr,ver
förstummas,ver
förståelig,adj
förståelse,subst
förstånd,subst
förståndig,adj
förstår,ver
förstås,adv
förstått,se förstå
förstärkare,subst
förstärker,ver
förstör,ver
förstörelse,subst
försumlig,adj
försummar,ver
försummelse,subst
försupen,adj
försurning,subst
försvagar,ver
försvann,se försvinne
försvar,subst
försvarar,ver
försvarare,subst
försvarlig,adj
försvars-advokat,se försvarar
försvenskar,ver
försvinnande 1,adj
försvinnande 2,subst
försvinner,ver
försvunnen,adj
försvunnit,se försvinne
försvårar,ver
försyn,subst
försynt,adj
försåt,subst
försåtlig,adj
försäger sig,ver
försäkran,subst
försäkrar,ver
försäkring,subst
försäkrings-besked,subst
försäkrings-bolag,subst
försäkrings-kassa,subst
försäkrings-premie,subst
försäkrings-rätt(en),subst
försäkrings-överdomstol,subst
försäljare,subst
försäljning,subst
försämrar,ver
försämring,subst
försändelse,subst
försätter,ver
försök,subst
försöker,ver
försöks-kanin,subst
försörjer,ver
försörjning,subst
försörjnings-plikt,subst
förtal,subst
förtalar,ver
förtar sig,ver
förtecken,subst
förteckning,subst
förtegen,adj
förti,se fyrti
förtid,subst
förtids-pension,subst
förtiger,ver
förtjusande,adj
förtjusning,subst
förtjust,adj
förtjänar,ver
förtjänst,subst
förtjänt,adj
förtret,subst
förtroende,subst
förtroende-ingivande,adj
förtroende-läkare,subst
förtroende-man,subst
förtroende-uppdrag,subst
förtrogen,adj
förtrolig,adj
förtrolighet,subst
förtrollad,adj
förtrollning,subst
förtryck,subst
förtrycker,ver
förtryckt,adj
förträfflig,adj
förträngd,adj
förtränger,ver
förtröstan,subst
förtullar,ver
förtur,subst
förtvinar,ver
förtvivlad,adj
förtvivlan,subst
förtvivlar,ver
förtydligande,subst
förtydligar,ver
förtäckt,adj
förtäljer,ver
förtär,ver
förtätad,adj
förtöjer,ver
förunderlig,adj
förundersökning,subst
förut,adv
förutfattad,adj
förutom,prep
förutser,ver
förutsäger,ver
förutsätter,ver
förutsättning,subst
förutsättnings-lös,adj
förut-varande,adj
förvaltar,ver
förvaltare,subst
förvaltning,subst
förvaltnings-domstol,subst
förvandlar,ver
förvandling,subst
förvanskar,ver
förvar,subst
förvarar,ver
förvaring,subst
förvarings-box,subst
förvarnar,ver
förvarning,subst
förveckling,subst
förverkar,ver
förverkligar,ver
förvillar,ver
förvirrad,adj
förvirrar,ver
förvirring,subst
förvisar,ver
förvisning,se förvisa
förvissning,subst
förvisso,adv
förvränger,ver
förvuxen,adj
förvånad,adj
förvånar,ver
förvåning,subst
förväg,subst
förvägrar,ver
förväller,ver
förväntan,subst
förväntar,ver
förväntning,subst
förvärrar,ver
förvärv,subst
förvärvar,ver
förvärvs-arbetar,ver
förvärvs-arbete,subst
förvärvs-tillstånd,subst
förväxlar,ver
förväxling,subst
föryngrar,ver
föryngring,subst
föråldrad,adj
förädlar,ver
förädling,subst
förälder,subst
föräldra-försäkring,subst
föräldra-ledighet,subst
föräldralös,adj
föräldra-möte,subst
föräldra-penning,subst
förälskad,adj
förälskar sig,ver
förälskelse,subst
förändrar,ver
förändring,subst
förödande,adj
förödelse,subst
förödmjukar,ver
förödmjukelse,subst
förökar sig,ver
förövar,ver
föser,ver
fötter,se fo
g,förk
gabardin,subst
gadd,subst
gaddar ihop sig,ver
gaffel,subst
gage,subst
gaggig,adj
gagn,subst
gagna,ver
gal,ver
gala,subst
galant 1,adj
galant 2,adv
galax,subst
galen,adj
galen-panna,subst
galge,subst
galg-humor,subst
galla,subst
galler,subst
galleri,subst
galleria,subst
gall-feber,subst
gallrar,ver
gall-skriker,ver
gall-sten,subst
gallup-undersökning,subst
galning,subst
galopp,subst
galopperar,ver
galosch,subst
galt,subst
galvaniserar,ver
galär,subst
gam,subst
game,subst
gamling,subst
gammal,adj
gammal-dags,adj
gammal-dans,subst
gammal-modig,adj
gangster,subst
ganska,adv
gap,subst
gapar,ver
gap-hals,subst
gap-skratt,subst
garage,subst
garant,subst
garanterar,ver
garanti,subst
garanti-bevis,subst
garde,subst
garderar,ver
garderob,subst
gardin,subst
garn,subst
garnerar,ver
garnison,subst
garvad,adj
garvar,ver
gas 1,subst
gas 2,subst
gas-binda,subst
gas-mask,subst
gasol,subst
gassar,ver
gast-kramar,ver
gastronomisk,adj
gata,subst
gat-lykta,subst
gav,se ge
gavel,subst
gebit,subst
gedigen,adj
geggig,adj
gehör,subst
gelé,subst
gelike,subst
gem,subst
gemen,adj
gemensam,adj
gemenskap,subst
gemytlig,adj
gemål,subst
gen 1,adj
gen 2,subst
genant,adj
genast,adv
generad,adj
general-, förle
general,subst
general-församling,subst
generaliserar,ver
general-konsul,subst
general-plan,subst
general-repetition,subst
general-sekreterare,subst
generar,ver
generation,subst
generator,subst
generell,adj
generositet,subst
generös,adj
genetisk,adj
gen-gångare,subst
gengäld,subst
geni,subst
genial,adj
geni-förklarar,ver
geniknöl,subst
genitiv,subst
genmäle,subst
genom-,förle
genom,prep
genomarbetar,ver
genombrott,subst
genomdriver,ver
genomfart,subst
genomför,ver
genomgick,se genomgå
genomgripande,adj
genomgående,adj
genomgång,subst
genomgår,ver
genomklappning,subst
genomkörare,subst
genomskinlig,adj
genomskådar,ver
genomskärning,subst
genomslag,subst
genomsnitt,subst
genomsyrar,ver
genomsöker,ver
genomträngande,adj
genre,subst
gen-rep,subst
gen-skjuter,ver
gen-svar,subst
gentemot,prep
gentil,adj
gen-tjänst,subst
gentle-man,subst
genuin,adj
genus,subst
genväg,subst
geografi,subst
geologi,subst
geometri,subst
ger,ver
ger efter,ver
ger igen,ver
ger med sig,ver
ger sig,ver
ger sig av,ver
ger sig på,ver
ger sig till,ver
ger upp,ver
ger ut,ver
gerilla,subst
geschäft,subst
gest,subst
gestalt,subst
gestaltar,ver
gestikulerar,ver
get,subst
geting,subst
geting-bo,subst
gett,se ge
getto,subst
gevär,subst
gick,se gå
giffel,subst
gift 1,adj
gift 2,subst
gifte,subst
gifter sig,ver
gifter-mål,subst
giftig,adj
Giftinformations-centralen,nam
gifto-rätt,subst
giftorätts-gods,subst
gigant,subst
gigantisk,adj
gikt,subst
giljotin,subst
gill,adj
gillar,ver
gille(s)-stuga,subst
gillrar,ver
giltig,adj
ginst,subst
ginväg,se genvä
gips,subst
gipsar,ver
gir,subst
giraff,subst
girar,ver
girerar,ver
girig,adj
girig-buk,subst
giro,subst
gissar,ver
gissel,subst
gisslan,subst
gissning,subst
gisten,adj
gitarr,subst
gitarrist,subst
gitter,ver
giv,subst
giv-akt,subst
givande,adj
given,adj
giver,se ge
givetvis,adv
givit,se ge
givmild,adj
gjorde,se gö
gjort,se gö
gjuter,ver
gjuteri,subst
gjutit,se gjute
glaciär,subst
glad,adj
gladde,se gläde
glad-lynt,adj
glamorös,adj
glamour,subst
glans,subst
glansig,adj
glapp,subst
glappar,ver
glas,subst
glas-bruk,subst
glas-mästare,subst
glass,subst
glasyr,subst
glas-ögon,subst
glatt 1,se gläde
glatt 2,adj
gled,se glide
gles,adj
glider,ver
glidning,subst
glimmar,ver
glimt,subst
gliring,subst
glitter,subst
glittrar,ver
glob,subst
global,adj
glor,ver
gloria,subst
glosa,subst
glufsar,ver
glugg,subst
glupsk,adj
glykol,subst
glåmig,adj
glåpord,subst
gläder,ver
gläder sig,ver
glädjande,adj
glädje,subst
gläfser,ver
glänsande,adj
glänser,ver
glänt,subst
glänta,subst
gläntar,ver
glättar,ver
glöd,subst
glöder,ver
glödgar,ver
glöd-lampa,subst
glögg,subst
glömmer,ver
glömsk,adj
glömska,subst
gm,förk
gnabb,subst
gnager,ver
gned,se gnide
gnetig,adj
gniden,se gnidi
gnider,ver
gnidig,adj
gnidit,se gnide
gnissel,subst
gnisslar,ver
gnista,subst
gnistrar,ver
gnolar,ver
gnor,ver
gnuggar,ver
gnutta,subst
gnyr,ver
gnäggar,ver
gnäll,subst
gnäller,ver
gnällig,adj
go 1,se go
go 2,subst
gobeläng,subst
god,adj
godartad,adj
god-bit,subst
god-dag,interj
godhet,subst
goding,subst
godis,subst
god-känner,ver
god-modig,adj
godo,subst
gods 1,subst
gods 2,subst
god-sak,subst
godtagbar,adj
god-tar,ver
god-trogen,adj
god-tycke,subst
god-tycklig,adj
gol,se ga
golf 1,subst
golf 2,subst
golv,subst
golvar,ver
gom,subst
gonorré,subst
gorilla,subst
gormar,ver
gosig,adj
gosse,subst
Gotland,nam
gott 1,se go
gott 2,subst
gottar sig,ver
gotte-gris,subst
gott-finnande,subst
gott-gör,ver
grabb,subst
graciös,adj
grad,subst
graderad,adj
gradvis,ad v
graffiti,subst
grafik,subst
grafisk,adj
grahams-mjöl,subst
gram,subst
grammatik,subst
grammofon,subst
gran,subst
granat,subst
grandios,adj
granit,subst
grann 1,adj
grann 2,subst
granne,subst
grannlåt,subst
grannskap,subst
granskar,ver
grape-frukt,subst
gratifikation,subst
gratinerar,ver
gratis,adv
grattar,ver
grattis,interj
gratulation,subst
gratulerar,ver
gratäng,subst
grav 1,adj
grav 2,subst
gravar,ver
gravations-bevis,subst
graverande,adj
graverar,ver
gravid,adj
graviditet,subst
graviditets-test,subst
gravitation,subst
grav-lax,subst
gravyr,subst
gravöl,subst
grej,subst
grejar,ver
grek,subst
grekisk,adj
gren,subst
grenslar,ver
grensle,se gränsl
grep 1,se gripe
grep 2,subst
grepp,subst
greppar,ver
greve,subst
grill,subst
grillar,ver
grimas,subst
grimaserar,ver
grin,subst
grinar,ver
grind,subst
grinig,adj
gripande,adj
gripen,adj
griper,ver
gris,subst
groda,subst
grodd,subst
grod-man,subst
grod-perspektiv,subst
grogg,subst
gro-grund,subst
groll,subst
grop,subst
gropig,adj
gror,ver
gross-handlare,subst
grossist,subst
grotesk,adj
grotta,subst
grov,adj
grov-arbete,subst
grov-kök,subst
grubblar,ver
grumlig,adj
grund 1,adj
grund 2,subst
grund 3,subst
grundar,ver
grund-forskning,subst
grund-färg,subst
grund-lag,subst
grundlig,adj
grund-lurad,adj
grund-läggande,adj
grund-lägger,ver
grund-lös,adj
grund-murad,adj
grund-skola,subst
grund-syn,subst
grundval,subst
grund-vatten,subst
grund-ämne,subst
grunka,subst
grunnar,ver
grupp,subst
grupperar,ver
gruppering,subst
grupp-försäkring,subst
grupp-livförsäkring,subst
grus,subst
grusar,ver
gruva,subst
gruvar sig,ver
gruvlig,adj
grym,adj
grymtar,ver
gryn,subst
gryning,subst
gryr,ver
gryta,subst
gryt-lapp,subst
grå,adj
grå-daskig,adj
grånar,ver
grå-sparv,subst
grå-sprängd,adj
gråt,subst
gråter,ver
gråt-färdig,adj
gråtit,se gråte
grädda,subst
gräddar,ver
grädde,subst
gräl,subst
grälar,ver
gräll,adj
grämer sig,ver
gränd,subst
gräns,subst
gränsar,ver
gräns-fall,subst
gränsle,adv
gräns-lös,adj
gräns-värde,subst
gräs,subst
gräs-hoppa,subst
gräs-klippare,subst
gräslig,adj
gräs-lök,subst
gräs-matta,subst
gräs-rot,subst
gräs-änka,subst
gräs-änkling,subst
grät,se gråte
gräver,ver
grävling,subst
gräv-skopa,subst
gröda,subst
grön,adj
grön-göling,subst
grön-område,subst
grön-sak,subst
grön-sallat,subst
grönska,subst
grönskar,ver
gröt,subst
grövre,se gro
grövst,se gro
gubbe,subst
Gud,nam
gud,subst
guda-benådad,adj
gud-barn,subst
gud-far,subst
gudinna,subst
gud-mor,subst 
gudomlig,adj
gudskelov,adv
guds-tjänst,subst
guide,subst
gul,adj
gula,subst
guld,subst
guld-gruva,subst
gullig,adj
gullviva,subst
gulnar,ver
gul-sot,subst
gumma,subst
gummi,subst
gunga,subst
gungar,ver
gunst,subst
gunstling,subst
gupp,subst
guppar,ver
gurglar sig,ver
gurka,subst
gustaviansk,adj
gyckel,subst
gylf,subst
gyllene,adj
gymnasie-skola,subst
gymnasist,subst
gymnasium,subst
gymnast,subst
gymnastik,subst
gymnastiserar,ver
gymping,subst
gynekolog,subst
gynnar,ver
gynnare,subst
gynnsam,adj
gytter,subst
gyttja,subst
gyttjig,adj
gående,subst
gå-gata,subst
gång 1,subst
gång 2,subst
gång 3,subst
gångbar,adj
gång-järn,subst
gång-trafikant,subst
går 1,subst
går 2,ver
går an,ver
går igenom,ver
går in för,ver
går med på,ver
går ned,ver
går på,ver
går upp,ver
går ut över,ver
går åt,ver
går över,ver
gård,subst
gås,subst
gås-hud,subst
gås-marsch,subst
